policy_id,product_type,region,sum_insured,annual_premium,start_date,end_date,earned_premium,status
POL-11980,Liability,South,768330.84,2819.65,2022-01-11,2023-01-11,84.98,Active
POL-11981,Motor,North,316466.16,1749.38,2022-08-03,2023-08-03,1030.45,Active
POL-11982,Motor,East,1237990.52,3834.83,2023-01-30,2024-01-30,3530.15,Active
POL-11983,Motor,South,966718.75,5561.25,2022-04-24,2023-04-24,1736.94,Active
POL-11984,Motor,West,965689.24,1971.62,2023-04-06,2024-04-05,1458.46,Active
POL-11985,Motor,West,1021895.82,2166.56,2022-09-03,2023-09-03,1460.2,Lapsed
POL-11986,Motor,North,346196.61,1374.91,2022-10-24,2023-10-24,1118.77,Active
POL-11987,Motor,East,1438010.98,1454.61,2022-10-02,2023-10-02,1095.94,Active
POL-11988,Motor,North,245436.41,519.59,2022-08-28,2023-08-28,341.65,Active
POL-11989,Liability,West,4335083.05,6128.36,2022-10-11,2023-10-11,4768.37,Active
POL-11990,Property,East,12463579.96,2234.56,2022-08-01,2023-08-01,1304.0,Cancelled
POL-11991,Liability,Central,2764749.72,1620.49,2023-03-15,2024-03-14,1296.39,Active
POL-11992,Motor,South,796458.51,1106.53,2022-06-03,2023-06-03,466.86,Active
POL-11993,Liability,West,1477242.99,2752.7,2022-07-09,2023-07-09,1432.91,Active
POL-11994,Motor,East,684095.81,2669.28,2023-06-09,2024-06-08,1506.5,Lapsed
POL-11995,Motor,East,376722.71,5157.69,2023-02-08,2024-02-08,4620.73,Active
POL-11996,Property,East,2062457.89,6339.46,2022-02-19,2023-02-19,868.42,Active
POL-11997,Motor,South,842655.03,1710.62,2023-01-30,2024-01-30,1574.71,Active
POL-11998,Motor,South,779269.25,1831.33,2022-07-03,2023-07-03,923.19,Lapsed
POL-11999,Property,West,17965820.26,1334.45,2022-09-29,2023-09-29,994.44,Active
POL-12000,Property,West,4063599.11,2293.6,2022-01-19,2023-01-19,119.39,Active
POL-12001,Motor,West,563166.85,1113.05,2023-04-26,2024-04-25,762.36,Active
POL-12002,Motor,Central,224625.91,4596.06,2022-11-18,2023-11-18,4054.61,Cancelled
POL-12003,Motor,South,514600.47,756.96,2023-06-18,2024-06-17,408.55,Active
POL-12004,Liability,North,4434992.71,2795.68,2022-10-06,2023-10-06,2136.97,Lapsed
POL-12005,Motor,North,435569.8,1605.89,2022-05-14,2023-05-14,589.56,Active
POL-12006,Motor,North,377723.87,1740.56,2022-03-13,2023-03-13,343.34,Active
POL-12007,Motor,South,302824.76,2223.38,2022-02-28,2023-02-28,359.4,Active
POL-12008,Liability,North,3329998.2,847.68,2022-06-23,2023-06-23,404.1,Active
POL-12009,Property,Central,8751430.89,1497.19,2022-02-02,2023-02-02,135.36,Active
POL-12010,Motor,South,1106646.29,1596.77,2022-07-17,2023-07-17,866.19,Active
POL-12011,Liability,Central,3789398.24,788.25,2022-01-16,2023-01-16,34.55,Active
POL-12012,Motor,South,888919.25,576.43,2023-02-03,2024-02-03,524.31,Active
POL-12013,Liability,East,1668838.32,1754.34,2023-03-09,2024-03-08,1432.31,Lapsed
POL-12014,Motor,East,227898.21,1732.6,2023-02-02,2024-02-02,1580.7,Active
POL-12015,Motor,South,1275224.28,1232.85,2022-06-25,2023-06-25,594.47,Active
POL-12016,Motor,South,321217.23,2209.35,2023-06-01,2024-05-31,1295.34,Active
POL-12017,Liability,West,4386559.58,2823.87,2022-10-25,2023-10-25,2305.51,Active
POL-12018,Liability,Central,532906.95,1478.49,2023-03-16,2024-03-15,1178.74,Active
POL-12019,Motor,West,1254719.91,1377.04,2022-01-21,2023-01-21,79.23,Active
POL-12020,Motor,East,1359677.43,3059.5,2022-01-27,2023-01-27,226.32,Active
POL-12021,Motor,West,937945.8,867.21,2022-05-19,2023-05-19,330.25,Active
POL-12022,Motor,West,978150.56,1407.65,2022-07-30,2023-07-30,813.74,Active
POL-12023,Motor,East,649329.06,2433.27,2022-07-04,2023-07-04,1233.3,Cancelled
POL-12024,Motor,Central,1082709.15,877.2,2022-08-26,2023-08-26,571.98,Active
POL-12025,Property,East,11921105.9,2197.4,2023-05-10,2024-05-09,1420.79,Active
POL-12026,Property,East,11379278.1,638.03,2022-06-04,2023-06-04,270.94,Active
POL-12027,Liability,West,2487829.26,1154.35,2023-02-27,2024-02-27,974.08,Lapsed
POL-12028,Motor,East,1189924.72,2014.32,2023-05-10,2024-05-09,1302.41,Active
POL-12029,Motor,South,1201192.11,2439.35,2022-11-08,2023-11-08,2085.15,Lapsed
POL-12030,Motor,East,618508.84,2583.98,2023-06-12,2024-06-11,1437.12,Active
POL-12031,Motor,Central,614234.67,1963.35,2022-08-06,2023-08-06,1172.63,Active
POL-12032,Property,East,19959792.17,2381.7,2022-03-16,2023-03-16,489.39,Active
POL-12033,Property,Central,13947359.33,1695.08,2022-03-18,2023-03-18,357.59,Active
POL-12034,Motor,Central,1176299.98,570.2,2022-01-06,2023-01-06,9.37,Active
POL-12035,Motor,East,581355.42,638.89,2022-02-11,2023-02-11,73.52,Active
POL-12036,Liability,South,1702696.03,2379.72,2022-04-28,2023-04-28,769.34,Cancelled
POL-12037,Motor,West,775980.91,3129.4,2022-11-09,2023-11-09,2683.56,Active
POL-12038,Motor,Central,605201.08,630.13,2022-01-12,2023-01-12,20.72,Active
POL-12039,Property,South,3949584.88,1797.21,2022-05-24,2023-05-24,709.04,Active
POL-12040,Motor,North,894590.23,564.44,2022-08-15,2023-08-15,351.03,Cancelled
POL-12041,Motor,North,1248657.49,1583.61,2022-12-22,2023-12-22,1544.56,Active
POL-12042,Property,East,12909669.7,1220.95,2023-04-20,2024-04-19,856.34,Active
POL-12043,Liability,East,1200580.09,2468.16,2023-05-19,2024-05-18,1535.0,Active
POL-12044,Motor,East,1245692.06,4163.13,2022-08-21,2023-08-21,2657.56,Active
POL-12045,Motor,East,881606.53,3035.45,2022-01-20,2023-01-20,166.33,Active
POL-12046,Property,East,6688811.71,2204.95,2022-09-23,2023-09-23,1606.9,Active
POL-12047,Property,South,3898047.81,1237.76,2022-12-16,2023-12-16,1186.89,Active
POL-12048,Motor,East,1148136.06,863.22,2022-12-24,2023-12-24,846.67,Lapsed
POL-12049,Motor,East,250158.57,675.86,2023-02-10,2024-02-10,601.79,Active
POL-12050,Property,East,7266631.59,2232.64,2022-09-04,2023-09-04,1510.85,Active
POL-12051,Motor,East,385942.33,2372.55,2022-08-21,2023-08-21,1514.53,Active
POL-12052,Motor,West,1239100.1,533.82,2023-02-05,2024-02-05,482.63,Lapsed
POL-12053,Motor,West,877705.25,764.95,2022-05-25,2023-05-25,303.89,Active
POL-12054,Motor,South,1297373.62,1459.57,2023-01-23,2024-01-23,1371.59,Active
POL-12055,Liability,West,4633052.5,921.38,2023-04-09,2024-04-08,673.99,Active
POL-12056,Motor,Central,490552.55,3499.65,2022-04-14,2023-04-14,997.16,Active
POL-12057,Motor,West,1381552.95,1151.32,2022-09-09,2023-09-09,794.89,Lapsed
POL-12058,Liability,West,3823965.67,1392.86,2022-12-16,2023-12-16,1335.62,Active
POL-12059,Motor,West,637782.79,2009.08,2022-03-03,2023-03-03,341.27,Active
POL-12060,Motor,South,1205690.26,1828.87,2022-11-24,2023-11-24,1643.48,Lapsed
POL-12061,Motor,Central,201761.34,1871.48,2022-06-02,2023-06-02,784.48,Active
POL-12062,Property,North,12722351.89,3925.14,2022-08-25,2023-08-25,2548.65,Active
POL-12063,Property,South,17789965.64,1228.35,2022-05-03,2023-05-03,413.94,Active
POL-12064,Property,North,15411299.1,962.2,2023-02-23,2024-02-23,822.48,Active
POL-12065,Motor,East,1481991.81,1730.75,2022-01-09,2023-01-09,42.68,Active
POL-12066,Motor,West,357249.11,1701.59,2022-05-03,2023-05-03,573.41,Lapsed
POL-12067,Motor,South,1165273.88,1709.13,2023-02-10,2024-02-10,1521.82,Active
POL-12068,Liability,Central,2136525.09,3840.49,2022-05-23,2023-05-23,1504.63,Active
POL-12069,Motor,West,1421496.75,2143.04,2023-05-08,2024-05-07,1397.38,Active
POL-12070,Property,Central,16064920.71,2875.91,2022-04-03,2023-04-03,732.77,Lapsed
POL-12071,Property,West,7793166.08,3139.09,2023-06-15,2024-06-14,1720.05,Active
POL-12072,Motor,East,798052.53,4813.44,2022-01-11,2023-01-11,145.06,Active
POL-12073,Motor,Central,599465.04,726.63,2022-02-02,2023-02-02,65.7,Active
POL-12074,Motor,Central,871919.17,931.11,2023-03-12,2024-03-11,752.54,Active
POL-12075,Motor,West,1096132.36,673.65,2022-05-21,2023-05-21,260.23,Active
POL-12076,Liability,North,1310148.14,3359.36,2023-06-26,2024-06-25,1739.51,Active
POL-12077,Motor,North,261585.36,526.25,2023-02-18,2024-02-18,457.05,Active
POL-12078,Liability,North,1788899.41,1083.91,2022-07-11,2023-07-11,570.16,Active
POL-12079,Motor,North,415778.49,1979.92,2022-03-23,2023-03-23,444.8,Active
POL-12080,Motor,East,1482325.41,601.94,2022-03-12,2023-03-12,117.09,Lapsed
POL-12081,Liability,East,4946688.78,6555.69,2022-11-18,2023-11-18,5783.38,Active
POL-12082,Liability,West,4775403.91,1111.59,2023-04-05,2024-04-04,825.32,Active
POL-12083,Motor,Central,492442.15,2367.35,2022-10-06,2023-10-06,1809.56,Cancelled
POL-12084,Property,South,3436345.46,762.02,2022-04-04,2023-04-04,196.25,Active
POL-12085,Liability,Central,2117099.84,4642.76,2022-09-05,2023-09-05,3154.54,Lapsed
POL-12086,Property,Central,15176272.97,1045.83,2022-04-28,2023-04-28,338.1,Active
POL-12087,Property,West,14465832.27,3165.71,2022-11-09,2023-11-09,2714.7,Active
POL-12088,Motor,Central,735694.96,2788.06,2022-02-17,2023-02-17,366.65,Active
POL-12089,Motor,Central,882217.12,7568.53,2023-03-05,2024-03-04,6262.18,Active
POL-12090,Property,East,1783228.23,1476.9,2022-10-02,2023-10-02,1112.73,Active
POL-12091,Motor,East,760208.73,368.14,2022-09-18,2023-09-18,263.24,Cancelled
POL-12092,Motor,East,731240.78,1917.81,2022-08-26,2023-08-26,1250.52,Active
POL-12093,Motor,East,233114.47,1907.21,2022-09-25,2023-09-25,1400.36,Active
POL-12094,Motor,Central,974288.84,1456.7,2022-11-02,2023-11-02,1221.23,Active
POL-12095,Motor,North,1139531.04,1067.12,2022-04-30,2023-04-30,350.83,Lapsed
POL-12096,Motor,South,1336184.12,3294.32,2022-07-17,2023-07-17,1787.06,Active
POL-12097,Motor,Central,1267882.94,2824.03,2023-04-08,2024-04-07,2073.53,Active
POL-12098,Motor,West,519776.47,1509.81,2022-04-08,2023-04-08,405.37,Active
POL-12099,Liability,South,4168023.69,1537.19,2022-01-15,2023-01-15,63.17,Active
POL-12100,Property,West,4565038.46,2094.11,2022-02-01,2023-02-01,183.59,Lapsed
POL-12101,Motor,North,412430.56,1799.77,2023-06-29,2024-06-28,917.14,Active
POL-12102,Motor,East,233353.33,2141.76,2022-07-21,2023-07-21,1185.3,Active
POL-12103,Motor,Central,1040632.12,1243.57,2023-04-12,2024-04-11,899.46,Active
POL-12104,Property,West,12494372.33,1521.65,2023-06-19,2024-06-18,817.11,Active
POL-12105,Property,Central,16042206.25,1392.05,2023-05-13,2024-05-12,888.62,Active
POL-12106,Property,North,17471645.29,823.87,2022-07-26,2023-07-26,467.23,Active
POL-12107,Property,East,4315667.36,1425.95,2022-03-22,2023-03-22,316.44,Active
POL-12108,Motor,West,1093230.53,953.88,2022-11-27,2023-11-27,865.02,Active
POL-12109,Motor,North,383602.22,1734.31,2022-11-15,2023-11-15,1515.74,Active
POL-12110,Motor,Central,1319527.64,440.7,2022-09-17,2023-09-17,313.92,Active
POL-12111,Motor,South,319161.48,2285.91,2022-12-22,2023-12-22,2229.55,Active
POL-12112,Motor,Central,417167.22,886.29,2022-11-13,2023-11-13,769.73,Active
POL-12113,Property,South,14356731.66,1730.1,2022-09-16,2023-09-16,1227.66,Active
POL-12114,Motor,Central,1233079.8,1364.12,2022-08-27,2023-08-27,893.22,Lapsed
POL-12115,Property,Central,8309915.42,1289.81,2022-06-14,2023-06-14,583.06,Active
POL-12116,Motor,Central,319605.04,2241.62,2022-06-19,2023-06-19,1044.04,Active
POL-12117,Motor,West,523744.3,3177.81,2023-03-31,2024-03-30,2402.95,Active
POL-12118,Property,South,9679980.6,745.95,2022-01-12,2023-01-12,24.52,Active
POL-12119,Motor,East,225803.55,5181.55,2022-03-21,2023-03-21,1135.68,Active
POL-12120,Motor,East,884928.34,2303.34,2022-10-15,2023-10-15,1817.43,Cancelled
POL-12121,Motor,South,689591.5,1480.31,2023-05-18,2024-05-17,924.69,Active
POL-12122,Property,South,5496238.06,1608.66,2023-06-16,2024-06-15,877.05,Active
POL-12123,Motor,East,512683.74,1643.87,2022-03-26,2023-03-26,382.82,Active
POL-12124,Liability,East,3508039.89,1099.11,2022-03-06,2023-03-06,195.73,Active
POL-12125,Liability,West,774061.29,5344.43,2022-09-21,2023-09-21,3865.56,Active
POL-12126,Property,West,19088841.21,1881.39,2022-10-13,2023-10-13,1474.19,Active
POL-12127,Motor,West,223127.3,2496.81,2022-11-26,2023-11-26,2257.39,Lapsed
POL-12128,Property,West,5780071.83,1155.55,2023-01-11,2024-01-11,1123.89,Active
POL-12129,Motor,Central,922173.31,1415.94,2023-02-28,2024-02-28,1190.94,Lapsed
POL-12130,Liability,North,3280380.06,1007.87,2022-04-28,2023-04-28,325.83,Active
POL-12131,Motor,East,1384784.87,3765.02,2022-02-21,2023-02-21,536.39,Active
POL-12132,Motor,North,433014.71,1725.38,2022-12-17,2023-12-17,1659.2,Active
POL-12133,Motor,North,1038654.57,1957.24,2023-02-17,2024-02-17,1705.21,Active
POL-12134,Property,East,5118849.03,2042.63,2022-05-28,2023-05-28,828.24,Active
POL-12135,Liability,South,4499821.42,1365.8,2023-01-05,2024-01-05,1350.83,Active
POL-12136,Motor,West,485490.03,7754.49,2022-12-16,2023-12-16,7435.82,Active
POL-12137,Motor,West,1049535.95,1156.73,2022-09-02,2023-09-02,776.43,Cancelled
POL-12138,Property,West,10389901.18,2015.97,2022-05-05,2023-05-05,690.4,Lapsed
POL-12139,Property,East,2987174.42,2830.98,2022-04-19,2023-04-19,845.42,Active
POL-12140,Property,North,6820069.58,1614.24,2022-10-28,2023-10-28,1331.2,Active
POL-12141,Motor,North,445805.36,1714.09,2022-02-17,2023-02-17,225.41,Active
POL-12142,Property,North,2320647.67,1177.61,2022-11-15,2023-11-15,1029.19,Active
POL-12143,Liability,South,4505641.25,1825.96,2022-03-04,2023-03-04,315.17,Active
POL-12144,Motor,East,454276.09,4839.21,2022-08-10,2023-08-10,2943.3,Active
POL-12145,Motor,South,1169315.46,970.23,2023-04-20,2024-04-19,680.49,Active
POL-12146,Motor,North,1093582.31,1944.47,2022-06-07,2023-06-07,841.72,Cancelled
POL-12147,Motor,North,498304.78,1257.42,2022-06-06,2023-06-06,540.86,Active
POL-12148,Property,North,6945897.98,4394.0,2022-06-04,2023-06-04,1865.94,Active
POL-12149,Motor,North,977449.76,2946.04,2023-05-16,2024-05-15,1856.41,Active
POL-12150,Motor,North,1076511.25,1530.29,2022-08-14,2023-08-14,947.52,Lapsed
POL-12151,Motor,North,701684.96,1309.94,2023-03-21,2024-03-20,1026.42,Active
POL-12152,Liability,East,1415441.3,3112.19,2023-01-28,2024-01-28,2881.98,Active
POL-12153,Property,West,16917617.34,3706.49,2022-09-07,2023-09-07,2538.69,Active
POL-12154,Motor,South,688971.16,2042.28,2022-07-05,2023-07-05,1040.72,Lapsed
POL-12155,Property,South,2774769.65,1925.34,2022-06-06,2023-06-06,828.16,Active
POL-12156,Motor,West,839628.04,764.04,2022-03-26,2023-03-26,177.93,Active
POL-12157,Property,West,13004717.17,2102.14,2022-12-10,2023-12-10,1981.2,Active
POL-12158,Property,West,17463868.39,790.45,2022-07-17,2023-07-17,428.79,Active
POL-12159,Motor,South,1395028.09,463.91,2022-02-17,2023-02-17,61.01,Active
POL-12160,Liability,Central,3156504.37,1242.51,2023-04-25,2024-04-24,854.44,Lapsed
POL-12161,Motor,North,696767.36,1750.26,2023-05-08,2024-05-07,1141.27,Active
POL-12162,Property,Central,17016501.8,3096.54,2022-09-24,2023-09-24,2265.14,Lapsed
POL-12163,Motor,West,435241.23,621.21,2022-08-15,2023-08-15,386.34,Active
POL-12164,Property,South,5892305.45,2375.46,2022-06-09,2023-06-09,1041.3,Active
POL-12165,Motor,North,406705.48,2116.27,2022-09-16,2023-09-16,1501.68,Active
POL-12166,Motor,South,286226.42,1029.71,2022-01-23,2023-01-23,64.89,Active
POL-12167,Motor,West,593398.48,1492.96,2022-05-29,2023-05-29,609.45,Active
POL-12168,Liability,Central,3965603.11,1209.85,2022-07-24,2023-07-24,679.5,Active
POL-12169,Motor,Central,727603.99,941.63,2022-06-09,2023-06-09,412.77,Cancelled
POL-12170,Property,Central,4939612.0,1111.84,2023-01-08,2024-01-08,1090.52,Active
POL-12171,Motor,South,1165536.37,1901.27,2023-06-19,2024-06-18,1020.96,Active
POL-12172,Property,South,19351180.62,5429.89,2022-04-27,2023-04-27,1740.54,Active
POL-12173,Motor,West,522483.93,2497.52,2023-03-29,2024-03-28,1902.22,Active
POL-12174,Motor,South,630668.98,1873.14,2023-02-17,2024-02-17,1631.94,Active
POL-12175,Liability,South,825783.78,2268.17,2022-05-24,2023-05-24,894.84,Active
POL-12176,Motor,South,952957.97,3072.89,2022-05-21,2023-05-21,1187.06,Active
POL-12177,Motor,South,365356.56,1125.74,2023-04-09,2024-04-08,823.49,Cancelled
POL-12178,Liability,West,579386.77,1185.25,2022-12-20,2023-12-20,1149.53,Active
POL-12179,Motor,North,1073966.6,2059.8,2022-06-18,2023-06-18,953.71,Active
POL-12180,Motor,North,779422.2,2575.9,2022-11-07,2023-11-07,2194.81,Active
POL-12181,Motor,North,1036127.88,1088.52,2023-05-18,2024-05-17,679.95,Lapsed
POL-12182,Property,West,14686164.56,2058.63,2022-01-06,2023-01-06,33.84,Active
POL-12183,Liability,South,3062532.32,2334.56,2023-01-09,2024-01-09,2283.39,Active
POL-12184,Property,East,2720473.12,2105.66,2023-06-22,2024-06-21,1113.41,Active
POL-12185,Property,East,4935469.42,2364.7,2022-09-26,2023-09-26,1742.75,Active
POL-12186,Motor,North,1146586.49,1083.9,2022-05-31,2023-05-31,448.41,Active
POL-12187,Motor,West,863260.89,992.16,2023-01-03,2024-01-03,986.72,Active
POL-12188,Motor,North,1244236.62,2339.8,2022-11-05,2023-11-05,1980.82,Cancelled
POL-12189,Motor,West,493011.56,986.75,2022-07-26,2023-07-26,559.61,Active
POL-12190,Motor,West,1137654.58,1987.39,2023-05-14,2024-05-13,1263.22,Lapsed
POL-12191,Property,South,9640558.21,1283.36,2023-05-24,2024-05-23,780.57,Active
POL-12192,Motor,West,1108486.87,1179.64,2022-07-03,2023-07-03,594.67,Active
POL-12193,Motor,North,828814.27,2000.12,2023-01-27,2024-01-27,1857.65,Active
POL-12194,Motor,East,588910.55,1238.1,2022-06-27,2023-06-27,603.78,Active
POL-12195,Motor,West,757499.12,1656.41,2023-04-13,2024-04-12,1193.53,Active
POL-12196,Motor,North,1276229.74,3926.9,2022-05-28,2023-05-28,1592.28,Active
POL-12197,Motor,West,1253679.06,3399.97,2022-10-23,2023-10-23,2757.24,Active
POL-12198,Motor,North,685171.0,1296.94,2022-04-09,2023-04-09,351.77,Active
POL-12199,Motor,North,786639.08,2524.47,2022-12-14,2023-12-14,2406.9,Active
POL-12200,Property,South,1962038.67,1302.81,2023-02-12,2024-02-12,1152.9,Active
POL-12201,Liability,North,3823427.08,1099.5,2022-08-12,2023-08-12,674.76,Active
POL-12202,Property,North,8386776.02,1380.35,2022-05-10,2023-05-10,491.63,Active
POL-12203,Property,South,11186750.48,3098.81,2023-04-07,2024-04-06,2283.78,Cancelled
POL-12204,Liability,West,4465588.39,2153.52,2023-05-13,2024-05-12,1374.71,Active
POL-12205,Motor,Central,937225.68,2415.32,2022-01-25,2023-01-25,165.43,Active
POL-12206,Property,Central,15691646.55,2410.11,2023-01-27,2024-01-27,2238.43,Active
POL-12207,Motor,Central,1418782.61,731.72,2022-11-03,2023-11-03,615.45,Lapsed
POL-12208,Motor,West,1018914.42,1598.28,2022-09-27,2023-09-27,1182.29,Active
POL-12209,Motor,West,276052.65,2961.65,2022-02-03,2023-02-03,275.88,Active
POL-12210,Motor,South,390805.07,2683.42,2022-06-09,2023-06-09,1176.29,Active
POL-12211,Property,Central,7682687.62,2205.21,2022-06-20,2023-06-20,1033.12,Active
POL-12212,Motor,South,1236028.89,1839.85,2022-05-20,2023-05-20,705.7,Active
POL-12213,Property,West,10980397.21,1510.47,2022-07-25,2023-07-25,852.48,Lapsed
POL-12214,Liability,West,2598860.77,3219.3,2023-05-28,2024-05-27,1922.76,Active
POL-12215,Motor,Central,1160658.5,2287.84,2023-02-19,2024-02-19,1980.71,Active
POL-12216,Motor,North,339912.95,1211.64,2022-08-17,2023-08-17,760.18,Active
POL-12217,Motor,South,215702.16,4768.38,2023-03-13,2024-03-12,3840.83,Active
POL-12218,Motor,East,315320.17,838.49,2022-02-24,2023-02-24,126.35,Active
POL-12219,Liability,West,3542779.45,1140.16,2023-06-08,2024-06-07,646.61,Active
POL-12220,Property,West,14130024.43,1848.31,2022-01-02,2023-01-02,10.13,Active
POL-12221,Property,North,11816345.13,939.16,2023-01-03,2024-01-03,934.01,Active
POL-12222,Motor,Central,928795.42,1384.51,2022-07-25,2023-07-25,781.39,Active
POL-12223,Property,South,19174605.43,1185.98,2022-10-02,2023-10-02,893.55,Active
POL-12224,Property,Central,7787279.15,3924.99,2022-07-12,2023-07-12,2075.4,Active
POL-12225,Motor,Central,716883.54,1915.97,2023-03-30,2024-03-29,1454.04,Active
POL-12226,Motor,Central,650020.59,1143.19,2022-10-13,2023-10-13,895.76,Active
POL-12227,Motor,West,386874.19,2025.0,2022-10-11,2023-10-11,1575.62,Active
POL-12228,Motor,West,1143945.52,733.43,2022-09-03,2023-09-03,494.31,Active
POL-12229,Liability,East,4764073.83,3221.78,2023-02-21,2024-02-21,2771.61,Active
POL-12230,Property,East,14895196.1,932.78,2022-04-04,2023-04-04,240.22,Active
POL-12231,Motor,East,727626.97,2686.99,2022-12-15,2023-12-15,2569.21,Active
POL-12232,Liability,East,1534582.65,1652.0,2022-07-27,2023-07-27,941.41,Lapsed
POL-12233,Motor,North,979309.68,1896.11,2022-05-06,2023-05-06,654.55,Active
POL-12234,Motor,South,997190.97,2130.36,2022-09-01,2023-09-01,1424.13,Active
POL-12235,Liability,North,4550156.9,1318.11,2022-03-26,2023-03-26,306.96,Active
POL-12236,Liability,West,650417.5,1356.44,2023-06-15,2024-06-14,743.25,Active
POL-12237,Property,East,11453107.73,1683.47,2022-07-09,2023-07-09,876.33,Lapsed
POL-12238,Motor,South,365523.08,1836.06,2022-05-12,2023-05-12,664.0,Active
POL-12239,Liability,West,3074047.66,1148.82,2022-07-03,2023-07-03,579.13,Active
POL-12240,Property,Central,3148084.53,939.95,2022-02-11,2023-02-11,108.16,Active
POL-12241,Property,North,10916074.76,3591.85,2023-03-06,2024-03-05,2962.05,Active
POL-12242,Motor,Central,591876.47,1851.28,2022-11-08,2023-11-08,1582.46,Active
POL-12243,Motor,North,607941.88,1666.45,2023-01-23,2024-01-23,1566.0,Active
POL-12244,Property,West,19097211.17,3230.49,2022-03-04,2023-03-04,557.59,Active
POL-12245,Liability,Central,4556207.65,789.67,2022-04-16,2023-04-16,229.33,Active
POL-12246,Motor,South,754257.26,2030.09,2023-05-18,2024-05-17,1268.11,Active
POL-12247,Motor,Central,854822.95,3939.97,2022-04-24,2023-04-24,1230.57,Lapsed
POL-12248,Property,West,8825474.88,3881.88,2022-12-30,2023-12-30,3871.25,Active
POL-12249,Motor,Central,1077342.61,3003.96,2022-06-05,2023-06-05,1283.88,Active
POL-12250,Motor,North,454432.73,2455.33,2023-02-25,2024-02-25,2085.35,Active
POL-12251,Motor,North,563867.72,1168.71,2022-08-07,2023-08-07,701.23,Lapsed
POL-12252,Motor,West,1181142.94,1902.93,2022-11-26,2023-11-26,1720.46,Active
POL-12253,Property,East,11106428.76,3819.53,2023-03-01,2024-02-29,3202.12,Active
POL-12254,Motor,West,815684.14,2078.71,2023-06-13,2024-06-12,1150.41,Active
POL-12255,Motor,East,1493659.28,3350.41,2022-02-10,2023-02-10,376.35,Active
POL-12256,Liability,North,3738952.1,1937.57,2022-06-11,2023-06-11,859.96,Active
POL-12257,Property,East,1570097.18,744.65,2023-02-18,2024-02-18,646.72,Active
POL-12258,Motor,West,713108.95,1398.33,2023-06-19,2024-06-18,750.88,Active
POL-12259,Motor,South,1423979.73,1392.01,2022-04-01,2023-04-01,347.05,Active
POL-12260,Property,East,12530439.4,3042.6,2022-05-18,2023-05-18,1150.35,Active
POL-12261,Motor,West,1494954.48,1909.61,2022-08-20,2023-08-20,1213.78,Active
POL-12262,Motor,West,334815.44,4768.06,2022-04-17,2023-04-17,1397.76,Active
POL-12263,Motor,South,1473188.3,6136.59,2023-02-16,2024-02-16,5363.21,Lapsed
POL-12264,Motor,South,845427.94,900.28,2022-05-08,2023-05-08,315.72,Active
POL-12265,Property,West,2311806.61,970.18,2022-03-20,2023-03-20,209.98,Active
POL-12266,Motor,South,243738.38,2829.88,2023-01-15,2024-01-15,2721.33,Active
POL-12267,Motor,West,979517.46,1663.0,2023-04-20,2024-04-19,1166.37,Active
POL-12268,Motor,South,312730.1,3075.52,2022-09-29,2023-09-29,2291.9,Active
POL-12269,Motor,West,1371157.51,3856.22,2022-12-22,2023-12-22,3761.13,Active
POL-12270,Motor,North,295975.18,3789.33,2022-06-14,2023-06-14,1712.98,Active
POL-12271,Liability,East,4179088.55,4160.78,2022-09-22,2023-09-22,3020.84,Active
POL-12272,Motor,North,561527.24,1135.58,2022-03-26,2023-03-26,264.45,Active
POL-12273,Motor,East,413726.21,588.46,2023-06-17,2024-06-16,319.22,Lapsed
POL-12274,Motor,West,337755.97,1054.38,2022-07-12,2023-07-12,557.52,Active
POL-12275,Property,East,7298285.52,697.78,2022-04-24,2023-04-24,217.94,Active
POL-12276,Motor,North,1394554.52,1517.76,2022-12-09,2023-12-09,1426.28,Active
POL-12277,Liability,Central,961998.48,1477.22,2023-04-24,2024-04-23,1019.89,Active
POL-12278,Property,North,2879833.75,598.09,2022-01-20,2023-01-20,32.77,Active
POL-12279,Motor,West,559014.06,2984.52,2022-12-10,2023-12-10,2812.81,Active
POL-12280,Property,West,18590730.36,5500.37,2022-10-08,2023-10-08,4234.53,Active
POL-12281,Motor,Central,299656.92,867.69,2022-11-19,2023-11-19,767.85,Active
POL-12282,Liability,Central,2949977.4,1104.34,2023-05-24,2024-05-23,671.68,Active
POL-12283,Liability,North,3650035.96,989.0,2023-02-15,2024-02-15,867.07,Active
POL-12284,Motor,Central,876307.79,2610.06,2022-10-12,2023-10-12,2037.99,Active
POL-12285,Property,North,15311483.1,4417.57,2022-11-09,2023-11-09,3788.22,Active
POL-12286,Motor,East,963835.91,1370.29,2023-01-15,2024-01-15,1317.74,Cancelled
POL-12287,Motor,North,324384.78,2949.25,2023-06-17,2024-06-16,1599.87,Active
POL-12288,Property,South,19032681.5,1357.26,2022-12-29,2023-12-29,1349.83,Active
POL-12289,Liability,West,4133947.17,1672.41,2022-06-21,2023-06-21,788.1,Active
POL-12290,Motor,Central,1429165.66,1260.7,2022-08-05,2023-08-05,749.51,Active
POL-12291,Property,South,9194236.5,2291.18,2022-07-20,2023-07-20,1261.72,Active
POL-12292,Property,East,1824668.79,2459.05,2023-02-02,2024-02-02,2243.46,Active
POL-12293,Motor,West,961713.33,1011.81,2022-06-28,2023-06-28,496.2,Active
POL-12294,Property,East,17636535.19,2236.74,2022-10-08,2023-10-08,1721.98,Active
